n_lorentzian,big_a,numerator_0,numerator_1,numerator_2,tau_0,beta_0,c_0,tau_1,beta_1,c_1,tau_2,beta_2,c_2
3,8.522250877,1.5,2.5,1,7.61E-11,0.134635609,10009098.16,1.70E-10,2.64E-14,159750267.8,1.62E-07,0.522391239,10000031.08
