dim,a1,param_ag_1,param_oth_1,param_mix_1,param_ag_2,param_oth_2,param_mix_2,param_mix_3,param_mix_4
3,0.453802868,7.470640023,42.5194826,4.96284071,0.986175812,0,0,0.124751168,0
