dim,a1,param_ag_1,param_oth_1,param_mix_1,param_ag_2,param_oth_2,param_mix_2,param_mix_3,param_mix_4
3,0.390747108,0.032395277,8.586551745,2.9588904,0.006506801,0.187644616,0.01828865,0,0
